STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Tên Sản Phẩm (Tiếng Anh),Giá Cả,Mô Tả Sản Phẩm,Mô Tả Sản Phẩm (Tiếng Anh),Tag,Category,Link Hình Ảnh
46,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tượng Phật Di Lặc thần tài gốm sứ cao cấp,Premium Ceramic/Pottery/Porcelain Statue,9600000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tượng Phật Di Lặc thần tài gốm sứ cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Ceramic/Pottery/Porcelain Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20240314183058_59486.jpg
47,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Giá tượng Phật Di Lặc bằng sứ,Porcelain Statue,2500000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Giá tượng Phật Di Lặc bằng sứ.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Porcelain Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_gia-tuong-phat-di-lac-bang-su.jpg
48,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tượng Di Lặc bằng sứ,Porcelain Statue,5500000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tượng Di Lặc bằng sứ.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Porcelain Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_tuong-di-lac-bang-su.jpg
49,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tượng Di Lặc chúc phúc men rạn,Statue - Crackle Glaze,2100000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tượng Di Lặc chúc phúc men rạn.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Statue - Crackle Glaze.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_tuong-di-lac-chuc-phuc-men-ran.jpg
50,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tượng Phật Di Lặc ý nghĩa theo Phong Thủy,Statue,2000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tượng Phật Di Lặc ý nghĩa theo Phong Thủy.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_tuong-phat-di-lac-y-nghia-theo-phong-thuy.jpg
51,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Ý nghĩa tượng Di Lặc cưỡi cá chép,Statue,3600000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Ý nghĩa tượng Di Lặc cưỡi cá chép.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_y-nghia-tuong-di-lac-cuoi-ca-chep.jpg
52,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Ý nghĩa đeo tượng Phật Di Lặc,Statue,2400000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Ý nghĩa đeo tượng Phật Di Lặc.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_y-nghia-deo-tuong-phat-di-lac.jpg
53,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tượng Phật Di Lặc lớn nhất Việt nam,Statue,4400000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tượng Phật Di Lặc lớn nhất Việt nam.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Statue.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_tuong-phat-di-lac-lon-nhat-viet-nam.jpg
54,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ ấm trà cao cấp Bát Tràng,Premium Bat Trang Tea Set/Teapot/Bowl,1036000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ ấm trà cao cấp Bát Tràng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Bat Trang Tea Set/Teapot/Bowl.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2024072521726_49429.JPG
55,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Ấm chén Bát Tràng men hỏa biến,Bat Trang Tea Set/Cup/Bowl - Flambé Glaze,1323000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Ấm chén Bát Tràng men hỏa biến.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Tea Set/Cup/Bowl - Flambé Glaze.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2024072417620_29452.JPG
56,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ ấm chén hỏa biến,Tea Set/Cup,1323000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ ấm chén hỏa biến.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Tea Set/Cup.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20240723122136_39484.JPG
57,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ ấm chén Trúc Lâm Yên Ẩn - nâng tầm trà đạo,Tea Set/Cup,1008000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ ấm chén Trúc Lâm Yên Ẩn - nâng tầm trà đạo.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Tea Set/Cup.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20240725113830_67274.JPG
58,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ ấm chén trà sang trọng,Tea Set/Cup,1295000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ ấm chén trà sang trọng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Tea Set/Cup.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20240713115853_56000.JPG
59,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Ấm chén quà tặng Bát Tràng hoa nở lòng chén,Bat Trang Tea Set/Cup/Bowl (Gift Set),2430000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Ấm chén quà tặng Bát Tràng hoa nở lòng chén.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Tea Set/Cup/Bowl (Gift Set).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20200816102328_59684.jpg
60,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Ấm chén pha trà Bát Tràng dáng cao giá ưu đãi,Bat Trang Tea Set/Cup/Bowl,3150000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Ấm chén pha trà Bát Tràng dáng cao giá ưu đãi.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Tea Set/Cup/Bowl.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2020081694143_12628.jpg
61,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bo tach tra dep gia re mua o dau,Bo tach tra dep gia re mua o dau,1620000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bo tach tra dep gia re mua o dau.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bo tach tra dep gia re mua o dau.,Fashion,Thời trang,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2020081515581_95930.jpg
62,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Mua bình hoa gốm Bát Tràng,Bat Trang Pottery Bowl (Flower Vase),495000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Mua bình hoa gốm Bát Tràng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Pottery Bowl (Flower Vase).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220816222458_10399.jpg
63,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bình cắm hoa Bát Tràng,Bat Trang Bowl,297000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bình cắm hoa Bát Tràng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Bowl.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220810114222_57747.jpg
64,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bình gốm Bát Tràng cắm hoa,Bat Trang Pottery Bowl,288000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bình gốm Bát Tràng cắm hoa.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Pottery Bowl.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220809221441_29510.jpg
65,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Lọ cắm hoa Bát Tràng,Bat Trang Bowl,288000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Lọ cắm hoa Bát Tràng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Bowl.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220808115544_88419.jpg
66,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ bình gốm trang trí vẽ hoa Hồng,Pottery,380000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ bình gốm trang trí vẽ hoa Hồng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Pottery.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220318122316_16712.jpg
67,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ 3 bình hoa trang trí vẽ hoa hồng,(Flower Vase),380000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ 3 bình hoa trang trí vẽ hoa hồng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: (Flower Vase).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220317222233_94587.jpg
68,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ 3 bình hoa trang trí gốm sứ cao cấp,Premium Ceramic/Pottery/Porcelain (Flower Vase),380000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ 3 bình hoa trang trí gốm sứ cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Ceramic/Pottery/Porcelain (Flower Vase).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220317212245_45779.jpg
69,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Bộ Bình hoa trang trí phòng khách,(Flower Vase),270000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Bộ Bình hoa trang trí phòng khách.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: (Flower Vase).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20220316221639_65466.jpg
70,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn phòng ngủ hiện đại bằng gốm sứ cao cấp,Premium Ceramic/Pottery/Porcelain Lamp,3500000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn phòng ngủ hiện đại bằng gốm sứ cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Ceramic/Pottery/Porcelain Lamp.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2021052919626_22023.png
71,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn phòng ngủ đẹp bằng gốm sứ vẽ hoa sen bọc đồng,Ceramic/Pottery/Porcelain Lamp (Elegant) - Lotus Design,2500000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn phòng ngủ đẹp bằng gốm sứ vẽ hoa sen bọc đồng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Ceramic/Pottery/Porcelain Lamp (Elegant) - Lotus Design.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_202105291986_65606.png
72,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn bàn phòng ngủ men rạn vẽ hoa mẫu đơn,Lamp - Crackle Glaze,3000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn bàn phòng ngủ men rạn vẽ hoa mẫu đơn.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Lamp - Crackle Glaze.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_2021052919923_16282.png
73,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn ngủ trang trí gốm sứ men rạn cao cấp,Premium Ceramic/Pottery/Porcelain Lamp - Crackle Glaze,1900000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn ngủ trang trí gốm sứ men rạn cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Ceramic/Pottery/Porcelain Lamp - Crackle Glaze.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20210529224017_31553.png
74,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn ngủ đẹp bằng gốm sứ hoạ tiết hoa sen,Ceramic/Pottery/Porcelain Lamp (Elegant) - Lotus Design,1700000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn ngủ đẹp bằng gốm sứ hoạ tiết hoa sen.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Ceramic/Pottery/Porcelain Lamp (Elegant) - Lotus Design.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20210529224254_80075.png
75,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn ngủ để bàn hiện đại hàng nghệ nhân vuốt tay,Lamp,4000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn ngủ để bàn hiện đại hàng nghệ nhân vuốt tay.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Lamp.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20210529224430_38203.png
76,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn ngủ đẹp để bàn bằng gốm sứ cao cấp,Premium Ceramic/Pottery/Porcelain Lamp (Elegant),2000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn ngủ đẹp để bàn bằng gốm sứ cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Ceramic/Pottery/Porcelain Lamp (Elegant).,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20210529224611_71100.png
77,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Đèn ngủ để bàn hiện đại men rạn bọc đồng cao cấp,Premium Lamp - Crackle Glaze,2500000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Đèn ngủ để bàn hiện đại men rạn bọc đồng cao cấp.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Premium Lamp - Crackle Glaze.,Handicrafts,Thủ công,https://gomsubattrang.vn/uploads/data/20/imgproducts/Thumb_20210529224721_55420.png
78,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tranh tứ quý gốm sứ Bát Tràng đắp nổi,"Bat Trang Ceramic/Pottery/Porcelain Painting/Bowl (Embossed, Four Seasons)",7000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tranh tứ quý gốm sứ Bát Tràng đắp nổi.","Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Ceramic/Pottery/Porcelain Painting/Bowl (Embossed, Four Seasons).",Art,Nghệ thuật,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_Tranh-tu-quy-gom-su-bat-trang-gia-re-ve-tung-cuc-truc-dao.gif
79,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tranh tứ quý bằng gốm sứ Bát Tràng,Bat Trang Ceramic/Pottery/Porcelain Painting/Bowl (Four Seasons),7000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tranh tứ quý bằng gốm sứ Bát Tràng.",Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Bat Trang Ceramic/Pottery/Porcelain Painting/Bowl (Four Seasons).,Art,Nghệ thuật,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_Tranh-tu-quy-bang-gom-su-bat-trang-khung-hoa-van-mau-canh-gian.gif
80,Gốm Sứ Bát Tràng,"Bát Tràng, Gia Lâm, Hà Nội",https://gomsubattrang.vn/,Tranh tứ quý bằng gốm sứ khung hoa văn trắng đen siêu đẹp,"Ceramic/Pottery/Porcelain Painting (Elegant, Four Seasons)",6000000,"Sản phẩm thủ công mỹ nghệ tinh tế, được hoàn thiện thủ công tỉ mỉ từ Gốm Sứ Bát Tràng: Tranh tứ quý bằng gốm sứ khung hoa văn trắng đen siêu đẹp.","Exquisite handcrafted ceramic product made with premium materials from Bat Trang: Ceramic/Pottery/Porcelain Painting (Elegant, Four Seasons).",Art,Nghệ thuật,https://gomsubattrang.vn/uploads/data/20/imgnews/Thumb_Tranh-tu-quy-bang-gom-su-khung-hoa-van-trang-den-sieu-dep.gif
